word	length	syllables	senses	synonyms	hyponyms	hypernyms	subtitles	simple	subtlex
champagne	9	2	2	3	0	1	-13.8	-16.9	-13.7
champaign	9	2	2	3	8	1	-21.1	-19.9	-22
champion	8	3	6	26	26	5	-14.6	-12.5	-14.3
champions	9	3	5	26	26	5	-16.6	-14	-16.6
championship	12	4	3	4	2	3	-15.7	-11.3	-15.4
championships	13	4	3	5	2	3	-17.9	-13.6	-18
champs	6	1	3	4	1	2	-18.5	-19	-18.6
chance	6	1	9	17	25	7	-11.1	-13.4	-10.8
chancellor	10	3	3	4	1	3	-16.9	-14.1	-16.7
chances	7	2	8	17	25	7	-14.5	-16	-13.8
chandler	8	2	3	3	3	2	-16.1	-16.9	-14.8
chanel	6	2	0	0	0	0	-17.9	-18.7	-24.4
chang	5	1	1	6	0	0	-15.8	-16.3	-16.5
change	6	1	20	14	693	14	-10.9	-11.1	-10.8
changed	7	1	13	12	627	5	-12.2	-11.1	-12
changelog	9	3	0	0	0	0	-26.4	-22.2	-24.4
changer	7	2	2	3	3	2	-19.1	-21.2	-19.8
changes	7	2	20	15	693	14	-14.1	-11.6	-13.8
changing	8	2	11	13	627	5	-14.1	-13.2	-14
channel	7	2	11	21	59	11	-14.4	-12.7	-14.1
channels	8	2	12	22	59	11	-16.7	-14.9	-16.2
chaos	5	2	4	5	1	3	-15.6	-16	-15.5
chapel	6	2	2	1	3	2	-16.3	-13.9	-15.7
chapman	7	2	2	3	0	1	-17.9	-16	-18.2
chapter	7	2	5	0	0	5	-15.2	-14.4	-15.1
chapters	8	2	5	1	0	5	-18.2	-15.5	-17.7
char	4	1	5	9	4	5	-18.6	-19.2	-18.2
character	9	3	10	17	32	10	-13.5	-11.5	-13.4
characteristic	14	5	5	2	28	4	-19	-15.4	-18.5
characteristics	15	5	4	3	28	4	-18.5	-14.3	-17.7
characterization	16	6	3	9	4	3	-21.8	-18.5	-21.6
characterize	12	4	2	2	4	2	-20.4	-19.6	-19.2
characterized	13	4	2	3	4	2	-20.4	-15.6	-19.2
characters	10	3	10	18	32	10	-15.3	-11.9	-15.4
charcoal	8	2	6	8	0	6	-17.9	-16.9	-17.9
charge	6	1	40	50	81	36	-12.7	-12.6	-12.2
charged	7	1	29	30	37	21	-15.4	-14.4	-14.8
charger	7	2	2	2	0	2	-18.5	-19.9	-18.4
chargers	8	2	2	3	0	2	-20.2	-17.9	-19.9
charges	7	2	40	51	81	36	-14.6	-14.5	-13.8
charging	8	2	25	28	37	21	-16.6	-18	-16
charitable	10	4	3	6	0	0	-17.5	-17.7	-17.7
charities	9	3	5	7	7	6	-18.5	-16.7	-18.5
charity	7	3	5	6	7	6	-14.4	-14.8	-14.7
charles	7	1	9	14	0	0	-13.6	-11.9	-13
charlie	7	2	0	0	0	0	-12.2	-14.9	-11.9
charlotte	9	2	2	2	1	1	-14.4	-14.3	-14.2
charlottesville	15	3	0	0	0	0	-22.5	-18.7	-21.6
charlton	8	2	0	0	0	0	-18.9	-18	-24.4
charm	5	1	8	20	10	8	-14.7	-16.9	-14.7
charming	8	2	6	21	4	4	-13.9	-17.4	-13.9
charms	6	1	8	21	10	8	-17	-18.9	-16.9
charset	7	3	0	0	0	0	-26.4	-22.2	-24.4
chart	5	1	5	1	10	5	-16.2	-13.4	-15.5
charter	7	2	5	5	2	5	-17.6	-15	-17.1
chartered	9	2	4	8	0	3	-19.2	-17.8	-18.9
charters	8	2	5	6	2	5	-20.8	-18.4	-21.4
charts	6	1	5	2	10	5	-16.9	-13.9	-16
chase	5	1	7	16	7	5	-14.2	-15	-13.7
chasing	7	2	4	11	4	3	-14.7	-16.9	-14.5
chassis	7	2	3	13	6	3	-19.6	-15.9	-19.3
chat	4	1	4	18	5	4	-14.3	-15.9	-14.7
chateau	7	2	1	0	0	1	-17	-19.4	-17.4
chatham	7	2	0	0	0	0	-20.2	-17.9	-24.4
chattanooga	11	4	2	2	0	0	-19.5	-18.2	-19.1
chavez	6	2	2	4	0	0	-20.1	-19.4	-24.4
cheap	5	1	4	21	0	0	-13.6	-15.2	-13.5
cheaper	7	2	4	22	0	0	-16.1	-15.2	-16.4
cheapest	8	2	4	22	0	0	-18.1	-18.7	-18.1
cheat	5	1	9	25	45	8	-14.3	-17.9	-14.6
cheating	8	2	7	18	18	4	-14.2	-17.3	-14.5
cheats	6	1	9	26	45	8	-17.5	-19.4	-17.6
check	5	1	38	73	81	31	-10.9	-14.5	-10.6
checkboxes	10	3	0	0	0	0	-26.4	-22.2	-24.4
checked	7	1	26	52	49	18	-13.8	-15.8	-13.1
checker	7	2	5	2	2	5	-19.4	-18.5	-18.6
checking	8	2	25	50	49	18	-14.2	-17	-13.7
checklist	9	2	1	0	0	1	-19.2	-20.2	-19.1
checkout	8	2	3	4	1	3	-18.3	-21.2	-18.4
checks	6	1	38	74	81	31	-15.3	-16.9	-14.8
checksum	8	3	1	0	0	1	-26.4	-18.7	-24.4
cheek	5	1	5	7	1	5	-15.6	-16.9	-15.9
cheeks	6	1	5	8	1	5	-16.1	-18.3	-16.6
cheer	5	1	7	17	11	5	-14.1	-17.9	-14.5
cheerleader	11	3	2	0	0	2	-16.6	-19.9	-16
cheerleaders	12	3	2	1	0	2	-17.3	-21.2	-17.2
cheers	6	1	7	18	11	5	-13	-16.9	-14.2
cheese	6	1	4	4	26	5	-13.2	-14	-13.4
chef	4	1	1	0	2	1	-14.4	-16	-15.1
chelsea	7	2	0	0	0	0	-16.4	-15.3	-24.4
cheltenham	10	3	0	0	0	0	-20.9	-19.4	-24.4
chem	4	1	0	0	0	0	-19.6	-22.2	-17.8
chemical	8	3	3	2	22	1	-15.9	-11.4	-15.2
chemicals	9	3	1	2	22	1	-16.8	-13.7	-16.2
chemistry	9	3	3	3	11	3	-15.8	-13.7	-15.6
chemotherapy	12	5	1	0	1	1	-19.1	-17.1	-18.5
chen	4	1	1	2	0	1	-16.2	-17.5	-24.4
cheng	5	1	0	0	0	0	-17.5	-18.9	-16.6
chennai	7	2	1	2	0	0	-18.7	-17.5	-24.4
cheque	6	1	2	3	11	2	-15.9	-18.6	-16.2
cherokee	8	3	2	1	0	2	-19.2	-16.3	-18.5
cherry	6	2	5	13	10	5	-15.2	-15.9	-14.9
cheryl	6	2	0	0	0	0	-15.3	-18.4	-24.4
chesapeake	10	3	0	0	0	0	-21.6	-17.2	-20.6
chess	5	1	2	3	1	2	-15.7	-12.8	-15.8
chest	5	1	4	6	16	4	-13.8	-14.7	-13.3
chesterfield	12	3	3	3	0	2	-20.1	-18.2	-20.7
chestnut	8	2	7	1	6	6	-17.8	-17.4	-18.3
chevrolet	9	3	0	0	0	0	-20	-15.4	-19.7
chevy	5	2	1	10	3	1	-17.9	-18.7	-16.9
cheyenne	8	2	3	2	0	3	-18.4	-18.4	-16.4
chi	3	1	2	4	0	2	-15.6	-16.5	-15.9
chiang	6	1	0	0	0	0	-18.6	-17.3	-24.4
chicago	7	3	2	6	0	1	-14.3	-12.6	-13.3
chick	5	1	2	6	0	3	-14	-17	-14
chicken	7	2	5	10	14	4	-12.6	-14.9	-12.7
chickens	8	2	4	6	14	4	-15.4	-16.8	-15.3
chicks	6	1	2	7	0	3	-14.7	-16.5	-14.8
chief	5	1	4	13	15	2	-12.2	-12.8	-12.4
chiefs	6	1	3	10	15	2	-17.8	-16.2	-16.4
child	5	1	4	12	22	4	-11.5	-11.8	-11.4
childcare	9	2	1	1	1	1	-20.7	-20.2	-21.8
childhood	9	2	2	1	2	2	-14.7	-14.3	-14.9
children	8	2	4	13	22	4	-11.3	-10.7	-11.2
childrens	9	2	0	0	0	0	-18.3	-18.6	-24.4
chile	5	2	2	6	2	1	-18.1	-14.1	-18.5
chilean	7	3	2	1	0	1	-19.6	-15.7	-19.9
chili	5	2	2	5	2	2	-15.9	-15.4	-15.8
chill	5	1	7	12	3	7	-14.7	-19	-14.7
chin	4	1	3	5	1	3	-15.1	-15.9	-15
china	5	2	4	11	3	2	-14.3	-11.4	-14.1
chinatown	9	3	0	0	0	0	-17.6	-18.7	-16.3
chinese	7	2	4	3	9	2	-13.3	-11.8	-13.2
chip	4	1	14	26	11	13	-14.6	-15.8	-14.3
chips	5	1	15	30	11	14	-14.7	-15.6	-14.7
chiropractic	12	4	1	0	0	1	-20.7	-22.2	-21.2
chloe	5	2	0	0	0	0	-15.8	-18.5	-14.4
chloride	8	2	2	0	11	2	-20.2	-13.7	-18.8
chocolate	9	2	3	7	9	3	-13.5	-13.9	-13.8
chocolates	10	2	3	8	9	3	-16.7	-18.9	-17.1
choice	6	1	5	8	17	2	-12.5	-13.8	-12.1
choices	7	2	3	5	17	2	-15.4	-15.6	-15.1
choir	5	2	4	2	0	4	-15.7	-13.8	-16.3
choose	6	1	3	5	24	2	-12.2	-13.5	-13.1
chooses	7	2	3	6	24	2	-17.4	-15.9	-16.7
choosing	8	2	3	6	24	2	-16.5	-15.7	-16.3
chopped	7	1	7	5	3	5	-16.6	-17.2	-16.5
chord	5	1	4	2	5	4	-17.7	-15.5	-17.8
chords	6	1	4	3	5	4	-18.1	-15.5	-18.1
chorus	6	2	7	4	3	7	-15.6	-15.1	-16.1
chose	5	1	3	6	24	2	-14.6	-13.6	-14.5
chosen	6	2	6	8	24	4	-14.6	-13.1	-14.5
chris	5	1	0	0	0	0	-13.5	-13.6	-24.4
christ	6	1	2	11	0	1	-13	-13.6	-12.2
christchurch	12	2	1	1	0	0	-23.4	-17.3	-24.4
christensen	11	3	0	0	0	0	-20.7	-21.2	-24.4
christi	7	2	0	0	0	0	-19.9	-17.7	-24.4
christian	9	2	3	1	18	1	-14.7	-11.8	-14.7
christianity	12	5	2	3	6	2	-19	-13.4	-18.6
christians	10	2	1	1	18	1	-17.3	-13.4	-16.9
christie	8	2	1	3	0	0	-17.7	-17.4	-17.2
christina	9	3	0	0	0	0	-16.9	-16.3	-24.4
christine	9	2	0	0	0	0	-15.2	-16.4	-15.8
christmas	9	2	2	9	0	5	-11.8	-13.3	-11.8
christopher	11	3	1	3	0	0	-15.8	-14.2	-14.5
christy	7	2	0	0	0	0	-17.2	-18.5	-17.5
chrome	6	1	3	1	0	3	-18.4	-16.9	-18.3
chromosome	10	3	1	0	6	1	-19.5	-15.6	-19.1
chronic	7	2	3	2	0	0	-17.3	-16.1	-16.4
chronicle	9	3	2	3	7	2	-18.4	-16.6	-18
chronicles	10	3	2	4	7	2	-20.2	-15.7	-20.7
chronological	13	5	1	0	0	0	-21.1	-17.3	-20.3
chrysler	8	2	0	0	0	0	-18.8	-16.6	-18.9
chubby	6	2	1	2	0	0	-16.3	-19.9	-16.6
chuck	5	1	7	24	1	7	-13.6	-15.3	-14.3
chung	5	1	0	0	0	0	-17.6	-17.2	-16.9
chunk	5	1	4	6	3	4	-17.4	-18.6	-16.6
church	6	1	5	3	11	5	-13	-10.7	-12.6
churches	8	2	5	4	11	5	-17.8	-12.9	-17.1
churchill	9	2	3	7	0	0	-17.4	-16.2	-17.2
cia	3	3	1	2	0	2	-15.5	-16	-21.6
cialis	6	3	1	2	0	1	-21.8	-22.2	-24.4
ciao	4	1	1	1	0	1	-15.5	-20.6	-16.4
cigar	5	2	1	0	6	1	-15.7	-18.2	-15
cigarette	9	3	1	4	3	1	-14.2	-17.1	-14
cigarettes	10	3	1	5	3	1	-14.8	-16.4	-14.5
cigars	6	2	1	1	6	1	-16.4	-18	-16
cimel	5	3	0	0	0	0	-26.4	-22.2	-24.4
cincinnati	10	4	1	1	0	0	-18.2	-15.9	-17
cinderella	10	4	2	1	0	1	-16.9	-16.7	-16.1
cindy	5	2	0	0	0	0	-15.2	-16.2	-24.4
cinema	6	3	2	6	4	2	-15.4	-15.7	-16.7
cinemas	7	3	2	7	4	2	-20.1	-17.6	-21.8
cio	3	3	1	2	0	1	-22.5	-18.9	-24.4
circa	5	2	0	0	0	0	-19.5	-16.9	-19.2
circle	6	2	11	19	22	10	-14.6	-13.4	-14.3
circles	7	2	11	20	22	10	-15.9	-15.6	-15.7
circuit	7	2	8	7	26	8	-16.1	-13.2	-16
circuits	8	2	8	8	26	8	-17.3	-15.5	-17.3
circular	8	3	3	10	1	1	-18.4	-15	-18
circulated	10	4	8	16	14	4	-20.9	-17.5	-19.7
circulation	11	4	6	0	4	5	-17.2	-14.8	-16.8
circumstance	12	3	4	4	7	4	-17.9	-18.7	-17.7
circumstances	13	4	6	11	11	6	-14.7	-15.6	-14.2
circus	6	2	6	3	1	6	-14.5	-15.8	-14.6
cis	3	3	2	4	0	2	-22.3	-17.7	-24.4
citation	8	3	6	9	5	5	-19	-15.9	-18
citations	9	3	6	10	5	5	-20.4	-17.6	-19.3
cite	4	1	8	15	15	8	-19.6	-16.8	-18.8
cited	5	2	7	12	13	7	-19.5	-15.8	-19.1
cites	5	1	8	16	15	8	-23.4	-18.2	-22
cities	6	2	3	3	3	3	-16.2	-11.5	-15.6
citing	6	2	7	12	13	7	-20.2	-16.5	-19.3
citizen	7	3	1	0	7	1	-15.1	-14.5	-15
citizens	8	3	1	1	7	1	-15.2	-13.8	-15.1
citizenship	11	4	2	0	0	2	-18.3	-15.6	-18.3
citrix	6	2	0	0	0	0	-26.4	-22.2	-24.4
citroen	7	2	0	0	0	0	-21	-21.2	-24.4
citrus	6	2	2	3	20	2	-19.4	-15.6	-19.7
city	4	2	3	2	3	3	-11.5	-8.4	-11.3
citysearch	10	3	0	0	0	0	-26.4	-22.2	-24.4
civic	5	2	2	1	0	0	-17.9	-16.2	-17.6
civil	5	2	6	2	0	0	-15	-12.1	-14.7
civilian	8	3	2	0	0	1	-16.6	-15.9	-15.5
civilians	9	3	1	1	0	1	-17.3	-15.7	-16.1
civilization	12	5	4	3	8	3	-16.4	-14.5	-15.6
claim	5	1	11	6	19	9	-14	-13.8	-14
claimant	8	2	1	0	1	1	-21.8	-20.2	-24.4
claimed	7	1	5	5	12	4	-16.4	-13.3	-15.8
claiming	8	2	5	5	12	4	-17	-15.7	-16.6
claims	6	1	11	7	19	9	-15.6	-13.9	-14.9
clair	5	1	0	0	0	0	-18.9	-17.9	-18.8
claire	6	1	0	0	0	0	-14.6	-16.9	-13.8
clan	4	1	1	5	6	1	-16.3	-15.2	-16.7
clancy	6	2	0	0	0	0	-18.2	-18.3	-24.4
clara	5	2	0	0	0	0	-15.3	-15.4	-24.4
clare	5	1	0	0	0	0	-17.6	-16.8	-17.4
clarence	8	2	1	0	0	1	-16.7	-16.3	-15.6
clarification	13	5	2	3	1	2	-20	-19.9	-19.5
clarify	7	3	2	2	4	2	-17.4	-18.3	-17.5
clarion	7	3	4	0	0	3	-20.8	-20.6	-20.5
clarity	7	3	2	6	10	2	-17.8	-18.5	-17.6
clark	5	1	4	8	0	0	-14.4	-14.8	-14.4
clarke	6	1	0	0	0	0	-17.8	-15.9	-18.1
clarkson	8	2	0	0	0	0	-19.6	-17.3	-24.4
clash	5	1	7	12	4	6	-17.8	-16.7	-18.3
class	5	1	9	17	220	8	-11.9	-11.7	-11.8
classes	7	2	9	18	220	8	-14.9	-13.6	-14.7
classic	7	2	5	6	0	2	-14.6	-13.8	-14.7
classical	9	3	6	8	7	1	-16.1	-12.8	-16.6
classics	8	2	3	1	0	3	-17.6	-15.9	-17.6
classification	14	5	4	6	14	4	-20.4	-14.4	-19.2
classifications	15	5	4	7	14	4	-22.8	-17	-23.4
classified	10	3	6	9	12	4	-16.7	-14.1	-15.9
classifieds	11	3	1	3	1	1	-20.4	-18.9	-19.8
classmates	10	2	1	4	0	1	-17.2	-17.2	-17.3
classroom	9	2	1	1	3	1	-16.4	-17.6	-16.5
classrooms	10	2	1	2	3	1	-19.5	-17.7	-19.5
claude	6	1	0	0	0	0	-16.2	-15.6	-24.4
claudia	7	3	0	0	0	0	-16.1	-17.3	-24.4
clause	6	1	2	1	11	2	-17.4	-16.1	-17.2
clauses	7	2	2	2	11	2	-19.7	-17.9	-20
clay	4	1	5	10	14	2	-16	-14.1	-15.1
clayton	7	2	0	0	0	0	-16.6	-17.7	-24.4
cle	3	3	0	0	0	0	-21.9	-20.2	-24.4
clean	5	1	31	26	24	7	-12.1	-14.1	-11.8
cleaned	7	1	10	8	24	6	-14.9	-16.7	-14.5
cleaner	7	2	21	19	10	3	-15.6	-17.2	-15.9
cleaners	8	2	4	5	10	4	-16.7	-18.3	-16.5
cleaning	8	2	11	10	36	7	-14.1	-15.6	-14.2
cleanliness	11	3	2	0	2	2	-18.9	-19.2	-19.4
cleansing	9	2	5	6	21	3	-18.2	-19	-18.7
cleanup	7	2	3	5	12	3	-17.9	-17.9	-17.7
clear	5	1	45	53	23	21	-11.8	-13.1	-11.3
clearance	9	2	3	2	0	3	-17.1	-17.3	-15.9
cleared	7	1	26	40	23	19	-15.3	-16.5	-14.7
clearer	7	2	17	17	0	0	-17.3	-17.8	-17.3
clearing	8	2	27	38	26	22	-15.8	-17.4	-16
clearinghouse	13	3	0	0	0	0	-22.8	-22.2	-21.4
clearly	7	2	4	4	0	0	-13.6	-14.5	-13.8
clearwater	10	3	0	0	0	0	-20.7	-19	-19.8
cleavage	8	2	5	1	0	5	-18	-19	-18.2
clement	7	2	2	0	0	0	-19.7	-17.2	-19.9
clemson	7	2	0	0	0	0	-21.7	-20.2	-24.4
clergy	6	2	1	0	3	1	-19.6	-16	-18.8
clerical	8	3	3	0	0	0	-19.2	-18	-18.7
clerk	5	1	3	3	13	3	-15.8	-16.2	-15
cleveland	9	2	2	4	0	0	-14.9	-14.9	-15.4
clever	6	2	3	6	0	0	-13.9	-15.4	-13.9
click	5	1	11	20	0	8	-15.4	-16	-16
clicked	7	1	7	14	0	4	-18.5	-18.5	-18.6
clicking	8	2	7	14	0	4	-15.7	-17.2	-17.2
clicks	6	1	11	21	0	8	-15	-18.6	-16.8
client	6	2	3	3	10	3	-13.5	-15.1	-13
clients	7	2	3	4	10	3	-14.6	-15.9	-14.3
cliff	5	1	1	2	2	1	-14.5	-15.9	-14.3
clifford	8	2	0	0	0	0	-17.2	-17.4	-24.4
clifton	7	2	0	0	0	0	-19.7	-17.8	-24.4
climate	7	2	2	2	0	2	-17	-13.1	-16.9
climb	5	1	9	11	15	9	-14.3	-15.3	-14.4
climbed	7	1	6	6	10	6	-16.3	-16.5	-16.4
climbing	8	2	7	7	10	7	-15.8	-15.2	-15.7
clinic	6	2	3	0	6	3	-15.3	-17.2	-14.9
clinical	8	3	2	0	0	0	-17.9	-16.3	-17.1
clinics	7	2	3	1	6	3	-19.5	-17.5	-18.7
clint	5	1	0	0	0	0	-17.2	-17.2	-17.4
clinton	7	2	4	7	0	0	-16.7	-14.2	-24.4
clip	4	1	11	19	10	11	-16.1	-17	-16.2
clipart	7	3	0	0	0	0	-26.4	-22.2	-24.4
clipboard	9	2	1	0	0	1	-19	-20.6	-19.1
clips	5	1	11	20	10	11	-17.9	-17.1	-17.6
clit	4	3	1	2	0	1	-19.5	-22.2	-19.3
clive	5	1	1	4	0	0	-17.1	-17.7	-17.3
clock	5	1	2	1	13	2	-13.8	-14.6	-12.8
clocks	6	1	3	10	13	3	-17.2	-15.8	-17.2
clone	5	1	4	4	0	4	-16.8	-16.5	-17.4
clones	6	1	4	5	0	4	-18	-17.7	-18.9
cloning	7	2	2	1	2	2	-18.6	-18.6	-18.5
close	5	1	37	36	17	15	-11.3	-11.7	-10.9
closed	6	1	26	12	12	12	-13.2	-13	-12.9
closely	7	2	3	4	0	0	-15.7	-13.7	-15.5
closeout	8	3	1	0	0	1	-22.8	-22.2	-24.4
closer	6	2	18	21	1	2	-13.4	-13.9	-13.2
closes	6	2	20	19	17	15	-14.5	-17.1	-15.9
closest	7	2	16	20	0	0	-16	-14.4	-15.5
closet	6	2	5	6	8	5	-14.2	-18.3	-13.9
closing	7	2	23	20	27	16	-14.4	-15.6	-14
closure	7	2	8	14	8	8	-17.5	-16.8	-17.1
cloth	5	1	1	3	173	1	-16	-14.6	-16.1
clothes	7	1	4	16	16	4	-12.1	-13.5	-12
clothing	8	2	4	20	48	5	-15.6	-13.5	-15.3
cloud	5	1	14	15	24	14	-15.2	-14	-15.1
clouds	6	1	14	16	24	14	-15.2	-14.7	-15.4
cloudy	6	2	3	6	0	0	-17.8	-17.7	-17.6
clown	5	1	3	6	4	3	-14.3	-15.4	-14.7
clr	3	3	0	0	0	0	-26.4	-22.2	-24.4
club	4	1	11	17	29	11	-12.2	-11.3	-12.1
clubs	5	1	11	18	29	11	-15.5	-13.8	-15.3
clue	4	1	3	3	1	3	-14.4	-17.4	-14.6
clues	5	1	3	4	1	3	-16.1	-16.7	-16
cluster	7	2	3	7	6	3	-17.9	-16.7	-18.3
clustering	10	3	3	7	6	3	-24.8	-20.6	-23.4
clusters	8	2	3	8	6	3	-19.6	-16.3	-19.1
clutch	6	1	10	15	20	10	-17.1	-18	-17.4
clutter	7	2	3	7	1	4	-19.4	-18.6	-18.8
clyde	5	1	1	1	0	0	-15.5	-16.7	-24.4
cm	2	3	2	5	0	2	-18.2	-13.3	-19.7
cmd	3	3	0	0	0	0	-24.1	-22.2	-24.4
cmos	4	2	0	0	0	0	-26.4	-22.2	-24.4
cms	3	3	2	6	0	2	-22.8	-18.6	-24.4
cnet	4	2	0	0	0	0	-26.4	-19	-24.4
cnn	3	3	0	0	0	0	-18.5	-16.8	-24.4
cns	3	3	1	3	0	1	-22.4	-19.9	-24.4
coach	5	1	7	18	17	7	-13.2	-13.4	-13.1
coaches	7	2	7	19	17	7	-17.9	-15.9	-17.9
coaching	8	2	3	3	0	3	-17.1	-17	-17
coal	4	1	5	2	4	6	-16.1	-14.1	-16
coalition	9	4	3	8	13	3	-18.8	-14.6	-17.8
coarse	6	1	3	5	0	0	-18.7	-17.4	-18.3
coast	5	1	5	5	7	5	-14.7	-11.6	-14
coastal	7	2	2	0	0	0	-19.8	-14.2	-18.9
coat	4	1	6	4	74	6	-13.5	-14.6	-13.3
coated	6	2	5	3	39	3	-19.3	-17	-20.1
coating	7	2	7	7	76	7	-19.5	-16.5	-19.8
coatings	8	2	7	8	76	7	-23.8	-20.6	-24.4
coats	5	1	6	5	74	6	-16.4	-16.3	-16.1
cobalt	6	2	1	2	1	1	-20.2	-15.6	-19.5
cobb	4	1	0	0	0	0	-17.1	-17.5	-16.9
cobra	5	2	1	0	4	1	-16.7	-17.5	-17
coca	4	2	3	4	0	2	-19.1	-17.4	-16.6
cocaine	7	2	1	1	3	1	-16	-15.7	-15.7
cock	4	1	8	17	2	8	-14.5	-19.2	-15.2
cocks	5	1	8	18	2	8	-16.6	-20.6	-17.8
cocktail	8	2	2	0	22	2	-15.5	-17.6	-15.3
cocoa	5	2	2	3	1	2	-16.3	-15.9	-16.4
coconut	7	3	3	8	1	3	-16.2	-16	-16.5
code	4	1	5	8	25	4	-13.5	-12.4	-13
codec	5	3	0	0	0	0	-23.6	-19.6	-24.4
coded	5	2	4	27	3	4	-19	-16.7	-18.1
codes	5	1	7	29	28	6	-16.7	-14	-15.5
coding	6	2	5	30	6	5	-20.3	-16.3	-19.2
cody	4	2	1	5	0	0	-16.3	-16.4	-24.4
coefficient	11	4	1	0	11	1	-21.2	-18.1	-21.4
coefficients	12	4	1	1	11	1	-23.2	-18.3	-22.8
coffee	6	2	4	8	16	4	-11.7	-14.2	-11.5
cognitive	9	3	1	0	0	0	-19.4	-17	-19.3
coherent	8	3	4	5	0	0	-20	-19.6	-18.6
cohort	6	2	3	2	2	3	-21	-18.4	-21
coil	4	1	9	14	15	9	-18.5	-16.8	-18
coin	4	1	3	2	38	3	-15.2	-15.2	-15.4
coincidence	11	4	3	4	4	3	-14.5	-19	-14.5
coins	5	1	3	3	38	3	-15.7	-14.5	-16.6
coke	4	1	4	6	0	4	-15	-17	-14.5
cola	4	2	7	8	7	6	-17.2	-16.7	-16.2
colchester	10	3	0	0	0	0	-21.4	-17.5	-24.4
cold	4	1	16	12	5	5	-11.8	-12.3	-11.7
coldfusion	10	3	0	0	0	0	-25.4	-22.2	-24.4
coldplay	8	3	0	0	0	0	-20.4	-15.6	-24.4
cole	4	1	2	5	2	2	-15.9	-15.2	-13.8
coleman	7	2	0	0	0	0	-17.4	-16.8	-24.4
colin	5	2	0	0	0	0	-15.4	-15.9	-15.1
collaborate	11	4	2	3	2	2	-19.3	-20.2	-19.4
collaboration	13	5	2	3	0	1	-18.6	-16.3	-18.5
collaborative	13	5	1	0	0	0	-21.4	-18.7	-21.6
collapse	8	2	11	18	17	8	-16.5	-14.9	-16.2
collapsed	9	2	7	16	10	5	-16.7	-15	-16.2
collar	6	2	12	15	7	10	-15.5	-17.1	-15.3
collateral	10	4	5	12	1	1	-17.8	-18.6	-16.9
colleague	9	2	2	5	0	1	-15.4	-17.5	-15.9
colleagues	10	2	2	6	0	1	-15.7	-16.4	-16
collect	7	2	8	15	32	5	-14.5	-14.7	-14.4
collectables	12	3	1	2	1	1	-22.3	-22.2	-24.4
collected	9	3	7	21	32	4	-16.4	-14.4	-16.2
collectible	11	4	2	2	1	1	-20.6	-19.4	-21
collectibles	12	4	1	2	1	1	-20.9	-20.6	-19.9
collecting	10	3	6	18	42	5	-16.1	-15.3	-15.9
collection	10	3	4	9	107	4	-14.6	-12.9	-14.5
collections	11	3	4	10	107	4	-18.7	-14.8	-18.3
collective	10	3	4	1	1	1	-17.5	-16.4	-17.4
collectively	12	4	1	3	0	0	-20.1	-16.7	-19.3
collector	9	3	4	3	8	4	-16.5	-16.4	-16.6
collectors	10	3	4	4	8	4	-18.1	-17.4	-18.1
collects	8	2	6	15	32	5	-18.1	-17	-17.9
colleen	7	2	1	0	0	1	-17.2	-19.9	-19.2
college	7	2	3	0	3	3	-12.5	-11.5	-12.3
colleges	8	3	3	1	3	3	-18.1	-14.5	-17.5
collegiate	10	3	1	1	0	0	-19.8	-17.2	-19.7
collins	7	2	2	4	0	1	-15.9	-15	-15.4
collision	9	3	3	1	3	3	-17.8	-15.5	-17.3
colombian	9	4	2	1	0	1	-19	-16.6	-18.3
colon	5	2	5	4	5	4	-17.5	-16.5	-17.4
colonel	7	2	1	0	1	1	-12.5	-15.6	-12.1
colonial	8	4	4	1	0	1	-18	-14.3	-17.7
colonies	8	3	6	4	4	5	-18.3	-13.6	-17.9
colony	6	3	6	3	4	5	-16.5	-13.3	-16.1
color	5	2	15	23	61	13	-13.3	-11.5	-13.4
colorado	8	4	3	4	0	0	-17.4	-14	-16
colored	7	2	11	25	37	7	-16.8	-13.9	-15.8
colorful	8	3	3	3	0	0	-17.1	-15.9	-17
coloring	8	3	9	19	49	9	-18.4	-16	-17.8
colors	6	2	16	25	62	15	-15.3	-12.5	-15.3
colour	6	2	15	23	61	13	-15.2	-18.2	-15.6
coloured	8	2	10	24	37	6	-18.4	-19.9	-18
colours	7	2	16	25	62	15	-16.6	-18.7	-17
colt	4	1	2	1	1	3	-17.6	-18.1	-16.3
colts	5	1	2	2	1	3	-20	-18.1	-19.7
columbia	8	4	5	4	0	0	-17.5	-13.5	-16.4
columbus	8	3	4	5	0	0	-16.9	-14.5	-16.4
column	6	2	9	5	11	9	-16	-14.6	-15.2
columnist	9	3	1	1	1	1	-19.3	-17.7	-18.7
columnists	10	3	1	2	1	1	-21	-21.2	-20.3
columns	7	2	9	6	11	9	-18.1	-14.8	-17.2
com	3	1	0	0	0	0	-16.6	-17.7	-13.6
combat	6	2	3	5	23	3	-15.8	-14.9	-14.9
combination	11	4	7	2	14	6	-15.5	-13.9	-15.1
combinations	12	4	7	3	14	6	-19.3	-15.8	-18.5
combine	7	2	10	17	26	9	-17.3	-15.3	-17.5
combined	8	2	8	14	19	6	-16.7	-13.4	-16.6
combines	8	2	10	18	26	9	-19.5	-16	-19.6
combining	9	3	9	16	33	8	-19.2	-15.7	-19.4
combo	5	2	1	2	0	1	-17.6	-18.2	-17.4
